id	Industry_Vertical	SubVertical	City
10396583	Technology	TV to Mobile audience Platform	Gurgaon
10396675	Consumer Internet	Smart Parking Platform	New Delhi
10396918	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10397935	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10398019	Education	Children Education & Information platform	Gurgaon
10398315	Consumer Internet	Mobile app based Job Search	Noida
10398536	eCommerce	Solution provider for pet needs	Mumbai
10398537	Consumer Internet	Parenting Social Network	Bangalore
10398977	Education	Career Planning and Education Advisory Platform	Mumbai
10399653	Consumer Internet	Mobile app based Concierge Service	New Delhi
10399950	Consumer Internet	SME Online Buying Hub	Gurgaon
10400424	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10401655	Education	Mobile Based Education platform	Jaipur
10402158	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10403090	Consumer Internet	Auto Classifieds Portal	Mumbai
10403371	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10403844	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10403929	Consumer Internet	Online Furniture Customization platform	Bangalore
10404533	Technology	Enterprise Cloud Based Data Processing	Bangalore
10404797	Education	Mobile Based Education platform	Jaipur
10405567	Consumer Internet	Parenting Mobile App	New Delhi
10405621	Healthcare	Medical Tourism platform	Pune
10406222	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10406907	Consumer Internet	Curated Platform for Developers	Hyderabad
10407030	Food & Beverage	Craft Beer manufacturing company	New Delhi
10407193	Technology	Car Rental Software Solutions	Noida
10407282	Consumer Internet	Mobile app based Concierge Service	New Delhi
10408040	Technology	Next Generation in-building connectivity	Bangalore
10408316	Consumer Internet	Rental Bike Aggregator App	Noida
10408385	Consumer Internet	Curated Platform for Developers	Hyderabad
10408885	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10409740	Consumer Internet	Carpooling Mobile App	Gurgaon
10409887	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10410006	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10410127	Consumer Internet	Parenting Mobile App	New Delhi
10410260	ECommerce	Specialty Tea ETailer	Siliguri
10410430	Consumer Internet	Mobile balance Checking App	Gurgaon
10411012	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10411030	Consumer Internet	Automobile Service Booking App	Bangalore
10411422	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10411647			
10411907	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10412124	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10412246	ECommerce	Mobile Accessories etailer	New Delhi
10412721	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10413231	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10413632	Technology	Aadhaar-based API provider	Pune
10413695	Technology	Online Tutorial Marketplace	Bangalore
10415466	Technology	Mobile & Cloud based App developer	New Delhi
10415481	Consumer Internet	Online Fantasy Games	Mumbai
10415699	Consumer Internet	Mobile app based Job Search	Noida
10416004	Finance	Online Lending	Ahmedabad
10416084	Consumer Internet	Mobile app based Concierge Service	New Delhi
10416925	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10417063	Healthcare	Salons & Spa Chain	Gurgaon
10417420	Technology	Smartphone OS Developer	Bangalore
10417566	Consumer Internet	Mobile balance Checking App	Gurgaon
10418135	Consumer Internet	Cloud Mobility Solutions	Mumbai
10418273	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10419040	Consumer Internet	Rental Bike Aggregator App	Noida
10419794	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10420193	ECommerce	B2B Marketplace for Distributors	Mumbai
10420871	ECommerce	Women Fashion Portal	Bangalore
10421772	Consumer Internet	Photo Sharing for Groups	Bangalore
10421854	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10421986	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10422487	ECommerce	Online platform for Higher Education Services	New Delhi
10423261	Technology	Electronic Payments Solution Company	Mumbai
10423322	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10424474	Consumer Internet	Parenting Mobile App	New Delhi
10424620	Technology	TV to Mobile audience Platform	Gurgaon
10425071	Finance	Social Business Incubator & Fund	Chennai
10425656	Consumer Internet	on-demand concierge services	Gurgaon
10425892	Consumer Internet	P2P Messaging Service	New Delhi
10426401	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10426535	Entertainment	Digital Entertainment for Children	Mumbai
10427012	Consumer Internet	B2B Mobile App for Pharmacies	Mumbai
10427157	ECommerce	B2B Marketplace for Distributors	Mumbai
10427579	Healthcare	Weigh Loss Coaching	Mumbai
10427918	Technology	Local language Mobile OS	Mumbai
10429609	Healthcare	Medical Tourism platform	Pune
10429667	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10430091	Technology	Financial Technology Research Platform	Bangalore
10430728	ECommerce	Adult Products Etailers	New Delhi / US
10431202	ECommerce	Online Food Delivery Platform	Bangalore
10431763	Technology	Online Tutorial Marketplace	Bangalore
10432460	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10432876	Consumer Internet	Food Ordering Mobile App	Hyderabad
10433893	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10435053	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10435109	Consumer Internet	Food Ordering Mobile App	Hyderabad
10435375	Technology	Data Intelligence & Analytics	Hyderabad
10435997	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10436786	Consumer Internet	Live Online Coaching Classes	New Delhi
10436923	Consumer Internet	Food Ordering Mobile App	Hyderabad
10438879	Consumer Internet	Automobile Service Booking App	Bangalore
10438938	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10439491	Real Estate	Branded Workspaces Aggregator	Gurgaon
10439587	Consumer Internet	Photo Sharing for Groups	Bangalore
10441336	Consumer Internet	Mobile based Referral Platform	Mumbai
10441447	ECommerce	Online Jewellery etailer	Bangalore
10441696	Healthcare	Weigh Loss Coaching	Mumbai
10441849	Consumer Internet	Online insurance policy aggregator	Noida
10442899	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10442916	Consumer Internet	Educational College Search platform	New Delhi
10443205	Consumer Internet	Carpooling Mobile App	Gurgaon
10443495	Logistics	Online freight aggregator	Bangalore
10443956	Education	Children Education & Information platform	Gurgaon
10444400	Technology	Online Tutorial Marketplace	Bangalore
10444428	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10445013	ECommerce	Women Apparel & Lifestyle etailer	Bangalore
10446675	Consumer Internet	Cloud Mobility Solutions	Mumbai
10447176	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10447407	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10447715	Technology	Aadhaar-based API provider	Pune
10447967	Technology	Medical Automation platform	Bangalore
10448243	ECommerce	Online Rental Marketplace	Bangalore
10449086	Healthcare	Professional Health Services Platform	Mumbai
10449165	eCommerce	Online Marketplace	Bangalore
10450029			
10450290	Education	Career Planning and Education Advisory Platform	Mumbai
10450438	Consumer Internet	Mortgage Offering Platform	Gurgaon
10450643	ECommerce	Online Jewellery etailer	Bangalore
10451571	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10451781	ECommerce	Home D?cor Product etailer	New Delhi
10451799	Finance	Online Lending	Pune
10451840	Technology	Personal Assistant	Bengaluru
10452352	ECommerce	Online Pet Store	Gurgaon
10452437	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10452468	Technology	Enterprise Cloud Based Data Processing	Bangalore
10453014	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10453248	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10453358	E-commerce	Retail	Delhi
10453466	Consumer Internet	Parenting Mobile App	New Delhi
10453704	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10453886	Technology	Medical Devices	Surat
10454073	Entertainment	Digital Entertainment for Children	Mumbai
10454527	Consumer Internet	healthcare aggregator platform	Mumbai
10455176	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10455190	Consumer Internet	Food Ordering Mobile App	Hyderabad
10455219	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10456138	ECommerce	Specialty Tea ETailer	Siliguri
10456425	Consumer Internet	Mobile based Referral Platform	Mumbai
10456682	Healthcare	Medical Tourism platform	Pune
10456887	Entertainment	Digital Entertainment for Children	Mumbai
10457095	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10457433	Consumer Interne	Medical Video Consultation platform	Bangalore
10457545	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10457698	Technology	Next Generation in-building connectivity	Bangalore
10457964	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10458637	Healthcare	Healthcare Product Manufacturer	Bangalore
10458787	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10458850	ECommerce	Online Rental Marketplace	Bangalore
10458950	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10459029	Consumer Internet	Online Real Estate Portal	Mumbai
10459192	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10459596	Technology	Smartphone OS Developer	Bangalore
10461188	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10461272	eCommerce	Solution provider for pet needs	Mumbai
10461364	ECommerce	Mobile Accessories etailer	New Delhi
10461573	Consumer Internet	Online Real Estate Portal	Mumbai
10461801	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10462787	Finance	Online Lending	Pune
10463224	Consumer Internet	Carpooling Mobile App	Gurgaon
10463454	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10463501	ECommerce	Online Rental Marketplace	Bangalore
10463680	Technology	Smartphone OS Developer	Bangalore
10463923	Consumer Internet	Photography curation & Aggregator platform	Mumbai
10463969	Consumer Internet	Rental Bike Aggregator App	Noida
10464503	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10464682	Consumer Internet	Hobby & Activity Class Aggregator	Mumbai
10465121	ECommerce	Online Rental Marketplace	Bangalore
10466268	Consumer Internet	Live Online Coaching Classes	New Delhi
10466367	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10468439	Logistics	Online freight aggregator	Bangalore
10468870	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10469257	ECommerce	Online Rental Marketplace	Bangalore
10469423	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10469645	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10470096	Consumer Internet	Ride Sharing platform	Bangalore
10470464	ECommerce	Online Pet Store	Gurgaon
10470780	Education	College Education Portal	New Delhi
10471127	Consumer Internet	Mobile app based Concierge Service	New Delhi
10471620	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10471790	Real Estate	Branded Workspaces Aggregator	Gurgaon
10471997	Technology	Mobile App Analytics	Mumbai
10472213	Consumer Internet	Party Hall Booking platform	Bangalore
10473029	Technology	Decision Sciences Analytics Solutions	Bangalore
10473421	Logistics	Online freight aggregator	Bangalore
10473725	Consumer Internet	Party Hall Booking platform	Bangalore
10473747	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10474570	Consumer Internet	Parenting Social Network	Bangalore
10475476	ECommerce	Organic Food eTailer	Bangalore
10476166	Technology	Decision Sciences Analytics Solutions	Bangalore
10476245	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10476530	Technology	Aadhaar-based API provider	Pune
10476957	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10477114	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10477492	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10477511	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10477751	Technology	Car Rental Software Solutions	Noida
10478413	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10478530	Consumer Internet	inter-city cab aggregator	New Delhi
10478544	Technology	Real time data analytics & reporting	Bangalore
10478647	Consumer Internet	Indians focused Matchmaking App	Bangalore
10478756	Technology	Smartphone OS Developer	Bangalore
10478959	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10479230	Consumer Internet	Mobile Advertising App	Noida
10480244	Technology	Home Automation & Security Solutions	Bangalore
10480971	Technology	Expense Management Solution	Bangalore
10480982	Finance	Agricultural Loan	Chennai
10481662	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10481804	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10482143	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10482409	Consumer Internet	Ride Sharing platform	Bangalore
10482480	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10483280	E-commerce	Retail	Delhi
10483875	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10484628	Consumer Internet	Food Ordering Mobile App	Hyderabad
10484690	Technology	VR based Spiritual platform	Bangalore
10485468	Consumer Internet	Tech Enabler for Artists	Mumbai
10485992	Consumer Internet	Online Furnishing Rental Platform	Gurgaon
10486982	Technology	Electronic Payments Solution Company	Mumbai
10487119	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10487157	ECommerce	Online Jewellery etailer	Bangalore
10487357	ECommerce	ECommerce Marketplace	Gurgaon
10487462	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10487560	Healthcare	Salons & Spa Chain	Gurgaon
10487655	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10487797	ECommerce	Online Grocery Store	Bangalore
10488146	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10488225	Consumer Internet	Food Delivery Platform	Hyderabad
10488619	Technology	TV to Mobile audience Platform	Gurgaon
10488690	Finance	Startup Crowd-funding platform	Mumbai
10489096	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10489526	Consumer Internet	Carpooling Mobile App	Gurgaon
10489616	Technology	Personal Assistant	Bengaluru
10490693	Consumer Internet	Coupon & Cashback platform	Gurgaon
10490838	Finance	Social Business Incubator & Fund	Chennai
10490951	Technology	Online Tutorial Marketplace	Bangalore
10491091	Consumer Internet	Mortgage Offering Platform	Gurgaon
10491982	Consumer Internet	Hobby & Activity Class Aggregator	Mumbai
10492007	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10492169	Consumer Internet	Casual Gaming platform	New Delhi
10492585	Finance	Agricultural Loan	Chennai
10493096	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10493107	Technology	Online Tutorial Marketplace	Bangalore
10493263	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10493578	Consumer Internet	Mobile based Referral Platform	Mumbai
10495245	ECommerce	Home D?cor Product etailer	New Delhi
10495511	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10496132	Technology	Aadhaar-based API provider	Pune
10496296	Consumer Internet	Hindi Language Social Networking Portal	Kanpur
10496422	ECommerce	Specialty Tea ETailer	Siliguri
10496662	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10496681	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10497072	Consumer Internet	Curated Platform for Developers	Hyderabad
10497210	ECommerce	Kids Focused eTailer	Pune
10497244	Technology	Data Analytics platform	New Delhi
10499063	Consumer Internet	inter-city cab aggregator	New Delhi
10499597	ECommerce	ECommerce Marketplace	Gurgaon
10500682	Technology	"Sales, Market, Distribution & Data Analytics Platform"	Bangalore
10500779	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10501444	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10501454	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10501775	Finance	Agricultural Loan	Chennai
10502077	Food & Beverage	Craft Beer manufacturing company	New Delhi
10502322	Consumer Internet	Co-Working Space Platform	New Delhi
10502600	Consumer Internet	Online lending platform	Bangalore
10502699	Consumer Internet	Mobile app based Concierge Service	New Delhi
10502797	Consumer Interne	Medical Video Consultation platform	Bangalore
10503445	Consumer Internet	Mortgage Offering Platform	Gurgaon
10504261	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10504516	ECommerce	Organic Food eTailer	Bangalore
10505642	Consumer Internet	on-demand concierge services	Gurgaon
10506208	Consumer Internet	First Aid care app	Gurgaon
10506666	Consumer Internet	Ride Sharing platform	Bangalore
10507506	Consumer Internet	Parenting Social Network	Bangalore
10508492	Technology	VR based Spiritual platform	Bangalore
10509472	ECommerce	Kids Focused eTailer	Pune
10509681	Technology	Mobile & Cloud based App developer	New Delhi
10509855	Healthcare	Weigh Loss Coaching	Mumbai
10509937	Finance	Online Lending	Ahmedabad
10510512	ECommerce	Home D?cor Product etailer	New Delhi
10510772	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10511173	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10511202	Consumer Internet	Personal Finance Mobile App	Bangalore
10511249	Consumer Internet	SME Online Buying Hub	Gurgaon
10511549	ECommerce	ECommerce Marketplace	Gurgaon
10512568	Consumer Internet	Live Online Coaching Classes	New Delhi
10513041	Consumer Internet	Crowd Funding Platform	New Delhi
10513046	Consumer Internet	Train PNR Status Prediction Platform	Bangalore
10513839	Consumer Internet	Mobile Advertising App	Noida
10514184	Consumer Internet	inter-city cab aggregator	New Delhi
10514787	Healthcare	Weigh Loss Coaching	Mumbai
10515036	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10515169	Finance	Online Lending	Pune
10515222	ECommerce	Organic Food eTailer	Bangalore
10515742	Consumer Internet	Mobile balance Checking App	Gurgaon
10516001	Technology	Car Rental Software Solutions	Noida
10516107	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10516271	Technology	Personal Assistant	Bengaluru
10516458	Technology	Data Intelligence & Analytics	Hyderabad
10516559	E-commerce	Food and Beverages	Bengaluru
10516749	ECommerce	ECommerce Marketplace	Gurgaon
10516968	Healthcare	Medical Tourism platform	Pune
10517427	Finance	Online Lending	Pune
10518073	Technology	Smartphone OS Developer	Bangalore
10518219	Food & Beverage	Craft Beer manufacturing company	New Delhi
10518958	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10519389	Consumer Internet	Fresh Food Delivery platform	Bangalore
10519552	Consumer Internet	Personal Finance Mobile App	Bangalore
10519558	Consumer Internet	SAAS DIY? ECommerce Platform	New Delhi
10519613	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10520656	Consumer Internet	Mobile app based Concierge Service	New Delhi
10520698	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10520708	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10521108	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10521256	Consumer Internet	Mobile based Geo-target Fashion Marketplace	Mumbai
10521474	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10521560	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10522281	Technology	Enterprise Cloud Based Data Processing	Bangalore
10522347	ECommerce	Online Grocery Store	Bangalore
10522640	BFSI	Startup Funding Deal Discovery & Execution platform	Bangalore
10522651	Consumer Internet	Auto Classifieds Portal	Mumbai
10522852	Technology	Medical Devices	Surat
10523085	eCommerce	Online Marketplace	Bangalore
10523344	Technology	Medical Devices	Surat
10523857	ECommerce	Online Jewellery etailer	Bangalore
10524392	Logistics	Online freight aggregator	Bangalore
10524742	ECommerce	Online Jewellery etailer	Bangalore
10524989	Technology	Enterprise Cloud Based Data Processing	Bangalore
10525324	Technology	VR based Spiritual platform	Bangalore
10525551	Consumer Internet	Mortgage Offering Platform	Gurgaon
10526656	ECommerce	Specialty Tea ETailer	Siliguri
10527271	Consumer Internet	Online Payment Gateway	Mumbai
10527556	Consumer Internet	Mortgage Offering Platform	Gurgaon
10528454	Consumer Internet	Live Online Coaching Classes	New Delhi
10529234	Consumer Internet	Parenting Social Network	Bangalore
10530184	Technology	IoT Based Energy Monitoring & Control	Gurgaon
10530247	Technology	Data Intelligence & Analytics	Hyderabad
10530393	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10530403			
10530461	Technology	VR based Spiritual platform	Bangalore
10530926	Consumer Internet	Fitness related Social Networking App & Forum	Gurgaon
10530977	ECommerce	Adult Products Etailers	New Delhi / US
10531156	Technology	Connected Smart Home Solutions	Bangalore
10531578	Consumer Internet	Bitcoin Buying & Selling Mobile App	Ahmedabad
10531630	Consumer Internet	Auto Classifieds Portal	Mumbai
10531687	Consumer Internet	Personal Finance Mobile App	Bangalore
10532306	Technology	Real time data analytics & reporting	Bangalore
10532837	Consumer Internet	inter-city cab aggregator	New Delhi
10532851	Consumer Internet	On Demand Cleaning Services Mobile App	Mumbai
10533125	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10533402	Technology	Mobile & Cloud based App developer	New Delhi
10533491	Technology	TV to Mobile audience Platform	Gurgaon
10533515	ECommerce	Organic Food eTailer	Bangalore
10533658	Education	Mobile Based Education platform	Jaipur
10534233	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10534502	Consumer Internet	Online Bike & Car Services provider	Chennai
10534642	Consumer Internet	Auto Classifieds Portal	Mumbai
10534738	Consumer Internet	Mobile app based Concierge Service	New Delhi
10534849	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10535162	Consumer Internet	peer-to-peer renting Marketplace	Bangalore
10535862	ECommerce	Online Jewellery etailer	Bangalore
10535910	Consumer Internet	P2P Messaging Service	New Delhi
10535910	ECommerce	B2B Marketplace for Distributors	Mumbai
10536313	Healthcare	Professional Health Services Platform	Mumbai
10536737	Consumer Internet	Automobile Service Booking App	Bangalore
10537031	Consumer Internet	Auto Classifieds Portal	Mumbai
10537854	ECommerce	Adult Products Etailers	New Delhi / US
10538363	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10538690	ECommerce	Construction Material ETailer	Gurgaon
10538843	Consumer Internet	Casual Gaming platform	New Delhi
10538941	Finance	Agricultural Loan	Chennai
10539345	Real Estate	Branded Workspaces Aggregator	Gurgaon
10539819	Consumer Internet	Social Network for Healthcare Professionals	Ahmedabad
10540671	Consumer Internet	Curated Platform for Developers	Hyderabad
10541320	Consumer Internet	Visual Search & Image Recognition Platform	Bangalore
10541346	ECommerce	Women Fashion Portal	Bangalore
10541638	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10541859	Healthcare	Women Hygiene Product Manufacturer	Mumbai
10542042	Technology	Medical Devices	Surat
10542958	Consumer Internet	Parenting Social Network	Bangalore
10543116	Technology	VR based Spiritual platform	Bangalore
10543981	Technology	Decision Sciences Analytics Solutions	Bangalore
10544537	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10544567	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10545119	Technology	Smartphone OS Developer	Bangalore
10545349	Technology	Medical Automation platform	Bangalore
10545502	Finance	Online Lending	Ahmedabad
10546542	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10547285	Entertainment	Digital Entertainment for Children	Mumbai
10547385	Technology	Online Tutorial Marketplace	Bangalore
10547642	Consumer Interne	Medical Video Consultation platform	Bangalore
10547664	Consumer Internet	Online Food Ordering & Delivery Portal	Gurgaon
10549245	Technology	Real time data analytics & reporting	Bangalore
10549784	Technology	Coding Skill Showcase & Resume Builder	Hyderabad
10550251	Consumer Internet	Online Counselling Platform	Mumbai
10550989	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10551775	ECommerce	Online Food Delivery Platform	Bangalore
10553969	Consumer Internet	"Online Travel, Adventure & Activities Portal"	Bangalore
10554687	Consumer Internet	Ride Sharing platform	Bangalore
10554759	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10554759	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10554785	ECommerce	Mobile based Retail Market Ecosystem	Bangalore
10555991	Technology	Decision Sciences Analytics Solutions	Bangalore
10556158	Technology	Next Generation in-building connectivity	Bangalore
10556222	Consumer Internet	Instant Content Transfer Mobile App	Mumbai
10556554	Consumer Internet	Casual Gaming platform	New Delhi
10556561	Consumer Internet	Online Real Estate Portal	Mumbai
10556921	Healthcare	Healthcare Product Manufacturer	Bangalore
10557162	Consumer Internet	Dating & Singles Chat Platform	Mumbai
10557323	Technology	Smartphone OS Developer	Bangalore
10558086	ECommerce	Online Fashion Apparel Retailer	Gurgaon
10559389	Technology	"TV Search, Guide and Remote mobile app"	Bangalore
10559798	Education	College Education Portal	New Delhi
10560289	Technology	Connected Smart Home Solutions	Bangalore
10560450	Consumer Internet	Online Payment Gateway	Mumbai
10561482	Consumer Internet	Ride Sharing platform	Bangalore
10561572	Education	Child Disorder Information & Education	Bhopal
10561628			
10562134	Consumer Internet	Online Travel/Hotel Booking platform	Gurgaon
10562825	Healthcare	Salons & Spa Chain	Gurgaon
10562846	Consumer Internet	Deal Discovery App	Bangalore
10562950	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10562953	ECommerce	Construction Material ETailer	Gurgaon
10563052	Consumer Internet	inter-city cab aggregator	New Delhi
10563056	E-commerce	Retail	Delhi
10563235	Technology	Enterprise Cloud Based Data Processing	Bangalore
10563704	Real Estate	Branded Workspaces Aggregator	Gurgaon
10563741	Technology	Connected Smart Home Solutions	Bangalore
10564620	Consumer Internet	Carpooling Mobile App	Gurgaon
10565597	Consumer Internet	Two Wheeler Taxi Service	Gurgaon
10565629	ECommerce	Online marketplace for cars	Mumbai
10565890	ECommerce	Organic Food eTailer	Bangalore
10565967	Healthcare	Weigh Loss Coaching	Mumbai
10566004	Education	College Education Portal	New Delhi
10566916	Consumer Internet	Personal Finance Mobile App	Bangalore
10567077	ECommerce	Organic Food eTailer	Bangalore
10567283	Consumer Internet	Online Fantasy Games	Mumbai
10567303	Consumer Internet	Online Fitness & Educational information Aggregator	Jodhpur
10567540	ECommerce	Online/ Mobile Jewellery Retailer	Bangalore
10567734	Consumer Internet	Parenting Mobile App	New Delhi
10567849	Consumer Internet	Online travel agent marketplace	Noida
10568701	ECommerce	Home D?cor Product etailer	New Delhi
10568826	Consumer Internet	Online / Mobile Food Ordering platform	Bangalore
10569098	Consumer Internet	First Aid care app	Gurgaon
10569654	Consumer Internet	Mobile app based Concierge Service	New Delhi
10569830	ECommerce	Online Food Delivery Platform	Bangalore
10569918	Consumer Internet	On Demand Laundry & Dry Cleaning Services	Chennai
10570633	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10571237	Consumer Internet	Fresh Food Delivery platform	Bangalore
10571727	Consumer Internet	Online Furniture Customization platform	Bangalore
10571999	Technology	Enterprise Cloud Based Data Processing	Bangalore
10572498	ECommerce	Online platform for Higher Education Services	New Delhi
10572518	ECommerce	Mobile Accessories etailer	New Delhi
10572742	Education	Career Planning and Education Advisory Platform	Mumbai
10572816	Consumer Interne	Medical Video Consultation platform	Bangalore
10573374	E-commerce	Sports Nutrition Supplement etailer	Bengaluru
10573471	Consumer Internet	Online Real Estate Portal	Mumbai
10573790	ECommerce	B2B Industrial Goods Marketplace	New Delhi
10575581	Consumer Internet	Online/Mobile food ordering platform	Bangalore
10576090	Technology	Mobile App Analytics	Mumbai
10576179	ECommerce	Last Minute Hotel Bookings mobile marketplace	Bangalore
10576350	Consumer Internet	Crowd Funding Platform	New Delhi
10576500			
10576911	Food & Beverage	Healthy food manufacturing & sales startup	Ahmedabad
10577104	Consumer Internet	Budget Accomodation Aggregator	New Delhi
10577136	ECommerce	Construction Material ETailer	Gurgaon
10577492	Technology	Local language Mobile OS	Mumbai
10577697	Consumer Internet	Food Ordering Mobile App	Hyderabad
10578409	Consumer Internet	Co-Living Spaces Aggregator	Bangalore
10579034	Technology	Personal Assistant	Bengaluru
10579532	ECommerce	B2B Procurement Marketplace for Office Products	Noida
10579577	Consumer Internet	Social Meeting organizer App	Mumbai / UK
10580148	ECommerce	Kids Focused eTailer	Pune
