id,Year_of_Start,Empl_Cnt_Y1,InvestmentType,Invest_1st_Q_S,Industry_Vertical,SubVertical,City,OperationalDimension,IndustryPerformance,CompetitiveLandscape,CustomerDimension,MarketDimension,ManamgementDimension,StrategicDimenision,FinanceDimension,HRDimension,status
10184547,2016,10-25,Private Equity,1 - 2 Crores,eCommerce,Solution provider for pet needs,Mumbai,7.0,Low,Low,5.0,5.0,7,7,9.0,6.0,0.0
10010667,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,First Aid care app,Gurgaon,7.0,Low,Low,5.0,8.0,9,7,8.0,8.0,0.0
10599044,2013,10-25,Private Equity,2 - 5 Crores,eCommerce,Online Marketplace,Bangalore,7.0,High,Low,7.0,8.0,8,8,6.0,5.0,0.0
10933625,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile balance Checking App,Gurgaon,6.0,High,Low,6.0,8.0,7,7,8.0,8.0,0.0
10672239,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Photo Sharing for Groups,Bangalore,7.0,Low,Low,7.0,6.0,6,7,9.0,7.0,0.0
10262211,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Smart Parking Platform,New Delhi,6.0,High,Low,6.0,6.0,8,7,8.0,5.0,0.0
10350348,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,6.0,Low,Low,7.0,5.0,8,7,6.0,5.0,0.0
10479230,2016,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Mobile Advertising App,Noida,5.0,Medium,Low,8.0,8.0,8,9,7.0,8.0,0.0
10679608,2012,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,5.0,Medium,Low,6.0,7.0,8,8,9.0,8.0,0.0
10158267,2012,Below 10,Private Equity,40-60 Lacs,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,6.0,High,Low,7.0,7.0,8,9,9.0,6.0,0.0
10182496,2013,Above 25,Private Equity,5 Crore and Above,ECommerce,Online Jewellery etailer,Bangalore,6.0,High,Low,5.0,8.0,7,8,7.0,6.0,0.0
10669683,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Live Online Coaching Classes,New Delhi,6.0,High,Medium,6.0,5.0,8,9,6.0,8.0,0.0
10099880,2014,Below 10,Private Equity,60-80 Lacs,Logistics,Online freight aggregator,Bangalore,7.0,Medium,Low,5.0,7.0,9,8,7.0,8.0,0.0
10120178,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,5.0,Medium,Low,5.0,7.0,9,8,7.0,6.0,0.0
10902637,2013,Above 25,Private Equity,5 Crore and Above,ECommerce,Online Pet Store,Gurgaon,7.0,Medium,Low,8.0,7.0,8,7,7.0,7.0,0.0
10150442,2015,10-25,Private Equity,2 - 5 Crores,Education,College Education Portal,New Delhi,5.0,High,Low,6.0,5.0,7,8,9.0,8.0,0.0
10247781,2016,Above 25,Private Equity,5 Crore and Above,Food & Beverage,Craft Beer manufacturing company,New Delhi,6.0,High,Low,7.0,5.0,7,9,9.0,8.0,0.0
10722304,2014,Above 25,Private Equity,5 Crore and Above,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,6.0,Medium,Low,7.0,7.0,8,7,8.0,8.0,0.0
10817952,2016,Above 25,Private Equity,5 Crore and Above,Education,Child Disorder Information & Education,Bhopal,5.0,Medium,Low,6.0,8.0,7,9,7.0,6.0,0.0
10602686,2015,Above 25,Debt Funding,5 Crore and Above,ECommerce,B2B Procurement Marketplace for Office Products,Noida,5.0,High,Low,5.0,7.0,9,7,9.0,7.0,0.0
10506666,2014,10-25,Seed/Angel Funding,1 - 2 Crores,Consumer Internet,Ride Sharing platform,Bangalore,5.0,Low,Low,6.0,8.0,8,9,7.0,6.0,0.0
10123426,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Cloud Mobility Solutions,Mumbai,5.0,Low,High,8.0,8.0,6,8,6.0,5.0,0.0
10169860,2013,10-25,Angel / Seed Funding,1 - 2 Crores,,,,7.0,Low,High,6.0,6.0,7,7,7.0,6.0,0.0
10084571,2016,10-25,Seed/Angel Funding,2 - 5 Crores,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,7.0,Low,High,6.0,5.0,6,9,7.0,8.0,0.0
10336311,2016,Above 25,Private Equity,5 Crore and Above,Real Estate,Branded Workspaces Aggregator,Gurgaon,6.0,Low,High,7.0,6.0,7,8,9.0,5.0,0.0
10559389,2013,10-25,Private Equity,1 - 2 Crores,Technology,"TV Search, Guide and Remote mobile app",Bangalore,6.0,High,High,5.0,5.0,8,7,6.0,8.0,0.0
10317913,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,7.0,High,High,7.0,5.0,6,8,9.0,7.0,0.0
10968803,2014,10-25,Private Equity,2 - 5 Crores,Healthcare,Medical Tourism platform,Pune,7.0,Low,High,7.0,5.0,7,7,9.0,8.0,0.0
10675586,2012,Above 25,,5 Crore and Above,,,,7.0,High,Medium,6.0,7.0,6,9,8.0,7.0,0.0
10191525,2015,Below 10,Seed/Angel Funding,60-80 Lacs,Education,Children Education & Information platform,Gurgaon,7.0,Low,Low,6.0,5.0,7,9,9.0,6.0,0.0
10982682,2013,Above 25,Private Equity,5 Crore and Above,Education,School Student admissions platform,New Delhi,6.0,High,Medium,8.0,8.0,6,9,9.0,8.0,0.0
10602820,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Automobile Service Booking App,Bangalore,7.0,High,Medium,8.0,7.0,6,7,6.0,7.0,0.0
10281663,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,6.0,Medium,Low,6.0,7.0,9,8,8.0,6.0,0.0
10583799,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Furniture Customization platform,Bangalore,6.0,High,Medium,6.0,7.0,8,7,7.0,5.0,0.0
10769486,2013,10-25,Private Equity,2 - 5 Crores,Education,Mobile Based Education platform,Jaipur,6.0,Medium,Low,8.0,8.0,9,7,8.0,8.0,0.0
10672635,2016,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,7.0,High,Medium,6.0,7.0,7,8,6.0,7.0,0.0
10643544,2016,Below 10,Debt Funding,80-100 Lacs,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,7.0,High,Low,8.0,8.0,7,7,9.0,7.0,0.0
10343950,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,5.0,High,Low,5.0,7.0,6,7,8.0,6.0,0.0
10948718,2015,Above 25,Private Equity,5 Crore and Above,Education,Career Planning and Education Advisory Platform,Mumbai,5.0,High,Medium,5.0,8.0,8,8,8.0,8.0,0.0
10780050,2013,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Furnishing Rental Platform,Gurgaon,6.0,High,Low,7.0,6.0,8,8,6.0,8.0,0.0
10504516,2012,10-25,Debt Funding,2 - 5 Crores,ECommerce,Organic Food eTailer,Bangalore,7.0,Medium,Low,7.0,8.0,8,9,6.0,7.0,0.0
10558086,2014,Below 10,Seed/Angel Funding,40-60 Lacs,ECommerce,Online Fashion Apparel Retailer,Gurgaon,5.0,High,Medium,8.0,8.0,8,9,7.0,8.0,0.0
10188964,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Mobile app based Concierge Service,New Delhi,7.0,Medium,Low,6.0,7.0,9,8,9.0,7.0,0.0
10884615,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online / Mobile Food Ordering platform,Bangalore,6.0,Medium,Low,5.0,8.0,9,7,9.0,6.0,0.0
10403371,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Last Minute Hotel Bookings mobile marketplace,Bangalore,6.0,High,Low,7.0,6.0,9,8,8.0,8.0,0.0
10943470,2015,Below 10,Private Equity,40-60 Lacs,Consumer Internet,Mobile based Geo-target Fashion Marketplace,Mumbai,5.0,High,Low,7.0,6.0,6,8,8.0,6.0,0.0
10511549,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,ECommerce Marketplace,Gurgaon,5.0,Medium,Low,6.0,5.0,8,8,8.0,8.0,0.0
10425892,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,P2P Messaging Service,New Delhi,5.0,High,Low,8.0,8.0,9,9,7.0,8.0,0.0
10656631,2016,Below 10,Private Equity,1 - 2 Crores,Technology,Next Generation in-building connectivity,Bangalore,5.0,Low,Low,5.0,6.0,9,9,8.0,8.0,0.0
10147446,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile based Referral Platform,Mumbai,7.0,Low,Low,8.0,6.0,9,7,9.0,6.0,0.0
10159388,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Auto Classifieds Portal,Mumbai,7.0,Low,Low,5.0,6.0,6,7,6.0,5.0,0.0
10624914,2015,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,peer-to-peer renting Marketplace,Bangalore,7.0,Low,Low,8.0,6.0,6,7,8.0,8.0,0.0
10695707,2013,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,inter-city cab aggregator,New Delhi,5.0,High,Low,7.0,7.0,6,7,6.0,6.0,0.0
10789879,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Food Ordering Mobile App,Hyderabad,6.0,High,Low,5.0,7.0,9,8,9.0,5.0,0.0
10449086,2014,10-25,Angel / Seed Funding,1 - 2 Crores,Healthcare,Professional Health Services Platform,Mumbai,6.0,Low,Low,8.0,6.0,9,9,8.0,7.0,0.0
10722177,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Weigh Loss Coaching,Mumbai,5.0,High,Medium,8.0,6.0,8,7,9.0,6.0,0.0
10150592,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Visual Search & Image Recognition Platform,Bangalore,7.0,Low,Low,6.0,5.0,7,8,9.0,6.0,0.0
10727802,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Construction Material Marketplace,Bangalore,6.0,High,Medium,7.0,8.0,8,9,8.0,8.0,0.0
10361235,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Carpooling Mobile App,Gurgaon,6.0,Medium,Low,6.0,5.0,9,8,6.0,8.0,0.0
10221733,2015,10-25,Private Equity,1 - 2 Crores,Technology,TV to Mobile audience Platform,Gurgaon,6.0,High,Medium,7.0,5.0,6,9,6.0,7.0,0.0
10883980,2014,Above 25,Private Equity,5 Crore and Above,Healthcare,Healthcare Product Manufacturer,Bangalore,7.0,High,Medium,8.0,6.0,9,8,6.0,6.0,0.0
10128808,2014,10-25,Debt Funding,1 - 2 Crores,Consumer Internet,Fitness related Social Networking App & Forum,Gurgaon,5.0,High,Medium,5.0,5.0,8,8,7.0,8.0,0.0
10473725,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Party Hall Booking platform,Bangalore,7.0,High,Medium,7.0,7.0,8,7,8.0,6.0,0.0
10961205,2012,Above 25,Private Equity,5 Crore and Above,Consumer Internet,healthcare aggregator platform,Mumbai,7.0,Low,Medium,7.0,6.0,6,8,6.0,7.0,0.0
10004423,2016,10-25,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Mobile app based Job Search,Noida,6.0,Medium,Medium,5.0,7.0,8,8,7.0,7.0,0.0
10151575,2012,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Instant Content Transfer Mobile App,Mumbai,7.0,High,Low,8.0,7.0,9,9,8.0,7.0,0.0
10395392,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Dating & Singles Chat Platform,Mumbai,6.0,Low,Low,7.0,6.0,8,8,7.0,6.0,0.0
10793587,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SAAS DIY? ECommerce Platform,New Delhi,6.0,Medium,Low,8.0,6.0,6,7,9.0,8.0,0.0
10544537,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online/Mobile food ordering platform,Bangalore,7.0,High,Low,5.0,5.0,6,7,9.0,8.0,0.0
10747667,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Parenting Social Network,Bangalore,7.0,High,Medium,6.0,6.0,8,7,6.0,6.0,0.0
10815297,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Coupon & Cashback platform,Gurgaon,6.0,High,Medium,7.0,6.0,7,9,9.0,7.0,0.0
10171083,2014,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Casual Gaming platform,New Delhi,5.0,High,Low,7.0,6.0,9,8,6.0,6.0,0.0
10901223,2014,10-25,Seed/Angel Funding,2 - 5 Crores,ECommerce,Mobile Accessories etailer,New Delhi,6.0,High,Medium,6.0,7.0,9,8,9.0,8.0,0.0
10949491,2012,Above 25,Private Equity,5 Crore and Above,Technology,Local language Mobile OS,Mumbai,6.0,High,Low,5.0,7.0,6,8,6.0,5.0,0.0
10755730,2012,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Educational College Search platform,New Delhi,7.0,Low,Low,6.0,5.0,9,9,6.0,5.0,0.0
10593030,2016,10-25,Seed/Angel Funding,1 - 2 Crores,Finance,Social Business Incubator & Fund,Chennai,6.0,Low,Medium,5.0,7.0,6,9,9.0,6.0,0.0
10305140,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Budget Accomodation Aggregator,New Delhi,7.0,Low,Medium,5.0,6.0,6,7,9.0,5.0,0.0
10496681,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,B2B Industrial Goods Marketplace,New Delhi,5.0,Low,Medium,5.0,8.0,9,9,9.0,5.0,0.0
10693488,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,B2B Marketplace for Distributors,Mumbai,7.0,Low,Low,7.0,6.0,6,8,9.0,7.0,0.0
10619624,2016,10-25,Private Equity,1 - 2 Crores,ECommerce,Adult Products Etailers,New Delhi / US,7.0,Low,Medium,8.0,8.0,9,7,7.0,7.0,0.0
10628773,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Social Meeting organizer App,Mumbai / UK,7.0,Low,Low,7.0,7.0,8,8,8.0,7.0,0.0
10961579,2013,Above 25,Debt Funding,5 Crore and Above,Healthcare,Women Hygiene Product Manufacturer,Mumbai,5.0,Medium,Low,6.0,7.0,9,8,8.0,6.0,0.0
10808162,2012,10-25,Seed/Angel Funding,1 - 2 Crores,ECommerce,Kids Focused eTailer,Pune,6.0,Medium,Medium,6.0,6.0,8,9,7.0,7.0,0.0
10531687,2015,10-25,Private Equity,1 - 2 Crores,Consumer Internet,Personal Finance Mobile App,Bangalore,7.0,Medium,Medium,8.0,5.0,9,8,7.0,7.0,0.0
10890517,2014,10-25,Angel / Seed Funding,2 - 5 Crores,Consumer Internet,Online insurance policy aggregator,Noida,5.0,Medium,Low,5.0,6.0,9,9,6.0,6.0,0.0
10368250,2012,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Online Real Estate Portal,Mumbai,5.0,Medium,Medium,5.0,7.0,8,7,7.0,7.0,0.0
10301296,2012,Above 25,Private Equity,5 Crore and Above,Technology,Smartphone OS Developer,Bangalore,5.0,Medium,Low,7.0,7.0,7,8,8.0,8.0,0.0
10496296,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,5.0,High,Medium,7.0,7.0,6,9,6.0,8.0,0.0
10135650,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Deal Discovery App,Bangalore,5.0,Low,Medium,6.0,7.0,6,9,8.0,5.0,0.0
10212739,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Mobile based Retail Market Ecosystem,Bangalore,5.0,Low,Medium,5.0,5.0,6,8,9.0,7.0,0.0
10927698,2013,Above 25,Private Equity,5 Crore and Above,Consumer Internet,on-demand concierge services,Gurgaon,6.0,High,Low,7.0,6.0,9,9,7.0,7.0,0.0
10477511,2015,10-25,Debt Funding,2 - 5 Crores,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,6.0,Low,Low,8.0,8.0,8,8,6.0,5.0,0.0
10260000,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Home Automation & Security Solutions,Bangalore,7.0,Low,Low,6.0,6.0,8,8,6.0,8.0,0.0
10201066,2013,Above 25,Private Equity,5 Crore and Above,Technology,Electronic Payments Solution Company,Mumbai,7.0,High,Low,5.0,5.0,6,9,6.0,6.0,0.0
10024622,2016,Below 10,Angel / Seed Funding,60-80 Lacs,Technology,Enterprise Cloud Based Data Processing,Bangalore,7.0,High,Medium,8.0,7.0,6,9,6.0,8.0,0.0
10378658,2013,Above 25,Seed/Angel Funding,5 Crore and Above,Healthcare,Salons & Spa Chain,Gurgaon,5.0,High,Medium,7.0,8.0,8,9,6.0,5.0,0.0
10307224,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Photography curation & Aggregator platform,Mumbai,5.0,Low,Low,7.0,6.0,8,8,7.0,6.0,0.0
10710858,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,SME Online Buying Hub,Gurgaon,6.0,Medium,High,6.0,7.0,7,7,6.0,5.0,1.0
10062315,2016,Above 25,Private Equity,5 Crore and Above,ECommerce,Home D?cor Product etailer,New Delhi,7.0,Low,High,4.0,7.0,6,6,5.0,5.0,1.0
10456138,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Specialty Tea ETailer,Siliguri,6.0,Low,High,4.0,7.0,6,7,7.0,5.0,1.0
10995348,2015,Above 25,Private Equity,5 Crore and Above,ECommerce,Construction Material ETailer,Gurgaon,6.0,Low,High,6.0,4.0,5,6,5.0,6.0,1.0
10288550,2015,Above 25,Debt Funding,5 Crore and Above,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,6.0,Low,High,7.0,4.0,6,7,7.0,3.0,1.0
10622909,2015,Above 25,Seed/Angel Funding,5 Crore and Above,ECommerce,Online Rental Marketplace,Bangalore,6.0,Medium,High,7.0,7.0,5,7,7.0,5.0,1.0
10999445,2016,Above 25,Private Equity,5 Crore and Above,Technology,Data Intelligence & Analytics,Hyderabad,6.0,High,High,,,7,6,6.0,6.0,1.0
10307279,2014,Above 25,Angel / Seed Funding,5 Crore and Above,FMCG,Vegetables & Fruits Supply Chain,Mumbai,5.0,Medium,High,7.0,6.0,4,6,7.0,6.0,1.0
10713800,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Interne,Medical Video Consultation platform,Bangalore,5.0,High,High,6.0,6.0,7,5,6.0,3.0,1.0
10324420,2016,Above 25,Private Equity,5 Crore and Above,Technology,Connected Smart Home Solutions,Bangalore,7.0,Low,High,7.0,7.0,5,8,6.0,6.0,1.0
10758577,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Crowd Funding Platform,New Delhi,5.0,Low,High,6.0,6.0,7,5,5.0,3.0,1.0
10648425,2015,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,6.0,Low,High,7.0,5.0,6,6,7.0,4.0,1.0
10463969,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Rental Bike Aggregator App,Noida,6.0,Low,High,4.0,6.0,7,8,6.0,5.0,1.0
10378721,2015,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Indians focused Matchmaking App,Bangalore,5.0,Low,High,4.0,5.0,7,6,5.0,3.0,1.0
10571237,2016,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Fresh Food Delivery platform,Bangalore,7.0,Medium,Medium,5.0,7.0,5,6,4.0,6.0,1.0
10315867,2015,10-25,Seed/Angel Funding,1 - 2 Crores,ECommerce,Online marketplace for cars,Mumbai,7.0,Medium,High,5.0,6.0,5,8,5.0,4.0,1.0
10364660,2014,10-25,Private Equity,2 - 5 Crores,Technology,Mobile & Cloud based App developer,New Delhi,5.0,Medium,High,4.0,6.0,7,8,6.0,3.0,1.0
10949767,2015,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Food Delivery Platform,Hyderabad,6.0,High,High,5.0,6.0,5,8,6.0,5.0,1.0
10967317,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,7.0,Low,High,6.0,6.0,4,7,4.0,5.0,1.0
10379860,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,5.0,Medium,High,7.0,6.0,6,6,7.0,4.0,1.0
10743485,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Interior Design Marketplace,New Delhi,6.0,High,High,4.0,7.0,5,5,7.0,4.0,1.0
10513839,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Mobile Advertising App,Noida,6.0,Low,High,4.0,4.0,7,5,5.0,3.0,1.0
10859933,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,7.0,Low,High,4.0,6.0,4,8,5.0,4.0,1.0
10457545,2014,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,7.0,High,High,4.0,7.0,4,6,4.0,5.0,1.0
10628687,2015,10-25,Private Equity,2 - 5 Crores,ECommerce,Online Jewellery etailer,Bangalore,6.0,Medium,High,4.0,6.0,6,5,6.0,3.0,1.0
10249859,2015,10-25,Private Equity,2 - 5 Crores,eCommerce,Online Marketplace,Bangalore,5.0,Low,High,7.0,7.0,6,5,7.0,4.0,1.0
10310347,2016,10-25,Private Equity,2 - 5 Crores,Consumer Internet,Mobile balance Checking App,Gurgaon,7.0,Low,Low,7.0,7.0,5,8,6.0,3.0,1.0
10863639,2014,Above 25,Debt Funding,5 Crore and Above,Consumer Internet,Photo Sharing for Groups,Bangalore,5.0,Low,Low,6.0,6.0,6,8,6.0,4.0,1.0
10663485,2014,10-25,Seed/Angel Funding,2 - 5 Crores,Consumer Internet,Smart Parking Platform,New Delhi,7.0,Low,Low,6.0,5.0,4,8,7.0,5.0,1.0
10886391,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,7.0,Low,Low,5.0,6.0,6,5,5.0,3.0,1.0
10961760,2014,10-25,Angel / Seed Funding,1 - 2 Crores,Consumer Internet,Mobile Advertising App,Noida,6.0,Low,Low,4.0,7.0,6,7,7.0,5.0,1.0
10933359,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,7.0,Low,Low,7.0,7.0,4,5,6.0,6.0,1.0
10435997,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,5.0,Low,Low,5.0,7.0,4,7,5.0,3.0,1.0
10535862,2014,Above 25,Private Equity,5 Crore and Above,ECommerce,Online Jewellery etailer,Bangalore,6.0,Low,Low,6.0,6.0,5,7,5.0,6.0,1.0
10512568,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Live Online Coaching Classes,New Delhi,7.0,Low,Low,4.0,6.0,4,6,5.0,6.0,1.0
10608494,2016,Above 25,Private Equity,5 Crore and Above,Logistics,Online freight aggregator,Bangalore,7.0,Low,Low,7.0,4.0,5,6,7.0,6.0,1.0
10657980,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,On Demand Cleaning Services Mobile App,Mumbai,7.0,High,Low,5.0,4.0,7,7,7.0,3.0,1.0
10987560,2014,10-25,Private Equity,2 - 5 Crores,ECommerce,Online Pet Store,Gurgaon,7.0,Low,Low,5.0,6.0,6,7,7.0,5.0,1.0
10470780,2014,Above 25,Private Equity,5 Crore and Above,Education,College Education Portal,New Delhi,7.0,Medium,Low,7.0,6.0,5,5,4.0,5.0,1.0
10876962,2014,Above 25,Private Equity,5 Crore and Above,Food & Beverage,Craft Beer manufacturing company,New Delhi,7.0,Low,Low,4.0,6.0,5,8,4.0,5.0,1.0
10774509,2014,Below 10,Private Equity,60-80 Lacs,Food & Beverage,Healthy food manufacturing & sales startup,Ahmedabad,5.0,High,Low,5.0,7.0,7,6,6.0,4.0,1.0
10861943,2016,Above 25,Private Equity,5 Crore and Above,Education,Child Disorder Information & Education,Bhopal,6.0,Medium,Low,7.0,6.0,6,7,5.0,6.0,1.0
10482143,2015,Above 25,Debt Funding,5 Crore and Above,ECommerce,B2B Procurement Marketplace for Office Products,Noida,6.0,High,Low,7.0,7.0,6,8,4.0,3.0,1.0
10185505,2014,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Ride Sharing platform,Bangalore,5.0,Low,High,6.0,6.0,6,7,4.0,4.0,1.0
10418135,2014,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Cloud Mobility Solutions,Mumbai,6.0,Low,High,7.0,7.0,7,6,6.0,5.0,1.0
10130995,2015,10-25,Angel / Seed Funding,1 - 2 Crores,,,,5.0,Low,High,5.0,5.0,6,6,7.0,4.0,1.0
10301849,2015,Above 25,Seed/Angel Funding,5 Crore and Above,BFSI,Startup Funding Deal Discovery & Execution platform,Bangalore,7.0,Low,High,6.0,4.0,5,7,7.0,6.0,1.0
10809694,2015,Above 25,Private Equity,5 Crore and Above,Real Estate,Branded Workspaces Aggregator,Gurgaon,6.0,Low,High,5.0,6.0,7,5,4.0,6.0,1.0
10888778,2016,Above 25,Private Equity,5 Crore and Above,Technology,"TV Search, Guide and Remote mobile app",Bangalore,6.0,Medium,Medium,4.0,7.0,6,6,6.0,3.0,1.0
10690481,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,5.0,Medium,Medium,4.0,5.0,6,7,4.0,6.0,1.0
10405621,2015,Above 25,Private Equity,5 Crore and Above,Healthcare,Medical Tourism platform,Pune,7.0,Medium,High,5.0,6.0,6,5,6.0,5.0,1.0
10280785,2015,10-25,,2 - 5 Crores,,,,5.0,Medium,High,7.0,6.0,4,7,5.0,6.0,1.0
10120177,2015,Above 25,Seed/Angel Funding,5 Crore and Above,Education,Children Education & Information platform,Gurgaon,5.0,Low,High,4.0,5.0,7,5,6.0,4.0,1.0
10943018,2014,Below 10,Private Equity,60-80 Lacs,Education,School Student admissions platform,New Delhi,5.0,Low,High,5.0,7.0,5,8,4.0,5.0,1.0
10411030,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Automobile Service Booking App,Bangalore,6.0,Low,High,7.0,5.0,7,5,4.0,6.0,1.0
10084265,2015,Below 10,Private Equity,40-60 Lacs,Consumer Internet,Two Wheeler Taxi Service,Gurgaon,6.0,Medium,High,5.0,7.0,4,8,4.0,3.0,1.0
10571727,2016,Above 25,Private Equity,5 Crore and Above,Consumer Internet,Online Furniture Customization platform,Bangalore,7.0,Low,High,6.0,6.0,6,8,4.0,3.0,1.0
10340882,2016,Below 10,Private Equity,80-100 Lacs,Education,Mobile Based Education platform,Jaipur,5.0,High,High,7.0,4.0,7,7,4.0,4.0,1.0
10955374,2014,Above 25,Angel / Seed Funding,5 Crore and Above,Consumer Internet,Online Travel/Hotel Booking platform,Gurgaon,7.0,Medium,High,7.0,7.0,7,7,5.0,4.0,1.0
10656699,2014,Above 25,Debt Funding,5 Crore and Above,ECommerce,Online/ Mobile Jewellery Retailer,Bangalore,6.0,High,High,5.0,5.0,4,5,5.0,4.0,1.0
10466367,2016,Above 25,Seed/Angel Funding,5 Crore and Above,Consumer Internet,Train PNR Status Prediction Platform,Bangalore,5.0,High,High,4.0,6.0,7,7,7.0,5.0,1.0
