id Year_of_Start Empl_Cnt_Y1
10076124 2013 "Above 25"
10271763 2013 "Above 25"
10905636 2015 "Above 25"
10650666 2012 "Below 10"
10071880 2012 10-25
10844971 2015 10-25
10000369 2015 "Above 25"
10146402 2016 "Above 25"
10171284 2014 "Above 25"
10514787 2016 "Above 25"
10982892 2016 10-25
10718859 2014 10-25
10943117 2015 "Above 25"
10685056 2016 10-25
10310483 2015 "Above 25"
10309744 2014 "Above 25"
10098245 2015 "Above 25"
10821834 2014 "Above 25"
10881046 2016 10-25
10114603 2016 "Above 25"
10051315 2015 "Above 25"
10717642 2015 10-25
10053347 2016 "Above 25"
10993241 2014 "Above 25"
10893370 2015 "Below 10"
10833506 2015 "Above 25"
10818492 2016 "Above 25"
10666440 2014 "Above 25"
10635832 2015 "Above 25"
10061037 2015 "Above 25"
10421854 2015 10-25
10438938 2014 "Above 25"
10015717 2015 "Above 25"
10954432 2014 10-25
10579577 2014 "Above 25"
10321851 2015 "Above 25"
10642706 2015 "Below 10"
10650569 2016 "Above 25"
10093246 2016 "Above 25"
10063350 2015 10-25
10360103 2014 10-25
10205425 2014 "Above 25"
10950327 2016 10-25
10492007 2014 10-25
10622411 2015 "Above 25"
10986461 2016 "Above 25"
10738190 2014 "Above 25"
10231730 2014 "Below 10"
10563235 2014 "Above 25"
10976020 2014 "Above 25"
10820163 2016 10-25
10061569 2015 10-25
10607414 2014 10-25
10410260 2016 "Above 25"
10577136 2014 "Above 25"
10500682 2015 "Above 25"
10448243 2014 "Above 25"
10731166 2015 "Above 25"
10912901 2014 10-25
10900811 2014 10-25
10775707 2014 "Below 10"
10600814 2014 "Above 25"
10142695 2014 "Above 25"
10815791 2016 "Above 25"
10478647 2015 "Above 25"
10800648 2014 10-25
10813273 2015 "Above 25"
10955253 2014 "Above 25"
10403844 2015 "Above 25"
10691799 2015 10-25
10547285 2016 "Above 25"
10579034 2016 "Above 25"
10819381 2015 "Above 25"
10316104 2016 "Above 25"
10115933 2015 "Above 25"
10738728 2015 10-25
10496132 2015 "Above 25"
10038683 2015 "Above 25"
10031983 2016 "Above 25"
10195437 2014 "Below 10"
10199262 2014 "Above 25"
10874112 2014 "Above 25"
10653165 2014 "Above 25"
10686165 2014 "Above 25"
10580355 2014 10-25
10471997 2015 10-25
10612041 2016 10-25
10752249 2014 "Above 25"
10669277 2016 "Above 25"
10680364 2014 10-25
10858736 2014 "Above 25"
10890685 2015 "Above 25"
10693342 2015 "Above 25"
10195332 2015 "Above 25"
10893223 2014 "Above 25"
10647945 2015 "Above 25"
10994485 2015 10-25
10945834 2015 "Above 25"
10547385 2015 "Above 25"
10850217 2014 10-25
10805290 2014 10-25
10276495 2015 "Above 25"
10125327 2014 "Above 25"
10345394 2015 "Above 25"
10659879 2015 "Above 25"
10638864 2015 "Above 25"
10476530 2016 10-25
10768848 2014 10-25
10017878 2015 10-25
10768762 2015 "Above 25"
10530461 2015 "Above 25"
10762956 2016 "Above 25"
10800980 2015 "Above 25"
10521108 2015 "Above 25"
10663757 2015 "Above 25"
10466268 2015 "Above 25"
10053829 2014 "Above 25"
10923899 2014 "Above 25"
10470464 2016 "Above 25"
10559798 2014 "Above 25"
10747480 2015 "Above 25"
10477114 2015 "Above 25"
10384708 2016 "Above 25"
10893922 2013 "Above 25"
10934512 2012 "Above 25"
10585826 2013 "Above 25"
10731939 2014 "Above 25"
10620945 2014 "Above 25"
10887422 2016 10-25
10086920 2014 "Above 25"
10825854 2012 "Above 25"
10958493 2012 "Above 25"
10764623 2012 "Above 25"
10931701 2015 "Above 25"
10715790 2016 "Above 25"
10353524 2014 10-25
10409887 2012 "Above 25"
10287904 2016 10-25
10770247 2014 10-25
10316107 2013 "Above 25"
10085276 2013 "Above 25"
10398019 2013 "Above 25"
10707326 2013 "Above 25"
10934260 2012 "Above 25"
10811292 2013 "Above 25"
10288361 2013 "Above 25"
10086049 2012 "Above 25"
10235128 2016 10-25
10893944 2012 "Above 25"
10322717 2014 "Above 25"
10705270 2012 10-25
10815292 2015 10-25
10515222 2015 "Above 25"
10867048 2012 "Above 25"
10799548 2013 "Above 25"
10287995 2014 "Above 25"
10117885 2015 10-25
10814647 2012 "Above 25"
10925988 2015 10-25
10979647 2016 "Above 25"
10288528 2016 "Above 25"
10682985 2014 "Above 25"
10537031 2015 "Above 25"
10451571 2015 "Above 25"
10289594 2015 "Above 25"
10436923 2016 10-25
10907029 2016 "Above 25"
10848854 2014 10-25
10894157 2014 10-25
10176636 2016 "Above 25"
10878738 2014 10-25
10803528 2015 10-25
10346637 2013 10-25
10856488 2015 "Above 25"
10626260 2016 10-25
10538941 2015 "Above 25"
10317276 2016 "Above 25"
10594356 2016 "Above 25"
10171891 2015 "Above 25"
10522347 2012 "Above 25"
10872664 2016 10-25
10044571 2016 "Above 25"
10641324 2015 "Above 25"
10087744 2015 "Above 25"
10320300 2012 "Above 25"
10673155 2016 "Above 25"
10590442 2013 10-25
10567849 2013 "Above 25"
10081753 2014 10-25
10969206 2013 "Above 25"
10057840 2014 "Above 25"
10408385 2013 10-25
10051373 2015 "Above 25"
10581410 2013 "Above 25"
10110872 2015 "Above 25"
10171997 2014 10-25
10009467 2014 10-25
10089943 2012 10-25
10027707 2013 "Above 25"
10769446 2014 "Below 10"
10682625 2016 10-25
10813491 2016 "Above 25"
10234827 2012 10-25
10420871 2012 "Above 25"
10569830 2016 10-25
10365114 2015 "Above 25"
10447967 2013 "Above 25"
10591816 2013 "Above 25"
10926322 2013 "Above 25"
10802555 2014 10-25
10213488 2015 "Above 25"
10700848 2016 10-25
10828350 2015 10-25
10971776 2012 10-25
10497244 2015 "Above 25"
10278225 2014 "Above 25"
10180516 2014 "Above 25"
10569918 2013 "Above 25"
10525551 2013 "Above 25"
10038795 2014 10-25
10020163 2015 "Above 25"
10623822 2015 "Above 25"
10839400 2016 "Above 25"
10691854 2014 10-25
10250955 2014 "Above 25"
10417566 2014 "Above 25"
10948702 2014 10-25
10281189 2015 "Above 25"
10286158 2016 10-25
10195105 2012 "Above 25"
10992110 2016 10-25
10698437 2014 "Above 25"
10064357 2013 10-25
10636102 2015 "Above 25"
10052261 2016 "Above 25"
10453358 2013 10-25
10363351 2014 "Above 25"
10542042 2016 "Above 25"
10444400 2015 "Above 25"
10142999 2015 "Above 25"
10166464 2014 "Above 25"
10493107 2014 "Above 25"
10567283 2015 "Above 25"
10508492 2013 10-25
10478544 2014 "Above 25"
10110365 2012 "Above 25"
10336390 2013 "Above 25"
10725629 2014 "Above 25"
10904769 2014 10-25
10650941 2016 "Above 25"
10114516 2013 10-25
10364895 2015 10-25
10406907 2014 10-25
10268341 2012 "Above 25"
10874991 2016 10-25
10709758 2014 10-25
10988159 2015 10-25
10516107 2014 10-25
10411422 2016 "Above 25"
10740779 2015 "Above 25"
10407193 2016 "Above 25"
10630619 2016 10-25
10881508 2016 10-25
10983976 2014 "Above 25"
10166237 2015 10-25
10312447 2014 10-25
10009660 2016 10-25
10616199 2016 10-25
10593762 2016 "Above 25"
10254420 2016 "Above 25"
10582525 2015 "Above 25"
10453466 2015 10-25
10921777 2015 10-25
10929900 2014 10-25
10353048 2015 "Above 25"
10102521 2016 10-25
10793642 2015 10-25
10042043 2015 "Above 25"
10626001 2014 10-25
10503445 2015 10-25
10639792 2014 "Above 25"
10942718 2014 "Above 25"
10179144 2016 "Above 25"
10398536 2015 "Above 25"
10603466 2014 10-25
10323714 2016 "Below 10"
10761183 2016 10-25
10882499 2015 "Above 25"
10619918 2014 "Below 10"
10870503 2015 "Above 25"
10082600 2016 10-25
10522640 2014 "Above 25"
10539345 2016 "Above 25"
10003883 2014 "Above 25"
10412721 2015 "Above 25"
10203867 2016 "Above 25"
10561628 2016 10-25
10589616 2016 "Above 25"
10293884 2014 "Above 25"
10637828 2015 "Above 25"
10355856 2016 "Above 25"
10158015 2016 "Below 10"
10335835 2015 "Above 25"
10534849 2016 "Above 25"
10108059 2014 "Above 25"
10513046 2016 10-25
10308896 2014 "Above 25"
10693166 2016 "Above 25"
10919810 2016 10-25
10041091 2014 "Above 25"
10534738 2016 "Above 25"
10321507 2016 10-25
10411907 2014 "Above 25"
10735583 2014 "Above 25"
10499597 2016 "Above 25"
10896774 2014 "Above 25"
10021921 2014 "Above 25"
10744604 2015 "Above 25"
10534642 2014 "Above 25"
10481662 2015 10-25
10750174 2014 "Above 25"
10220240 2015 "Above 25"
10972557 2015 "Above 25"
10689188 2016 "Above 25"
10925096 2014 10-25
10599807 2016 10-25
10496662 2014 "Above 25"
10919782 2015 "Above 25"
10292804 2015 "Above 25"
10910408 2015 10-25
10184722 2014 "Below 10"
10989322 2014 "Above 25"
10831927 2014 "Above 25"
10118686 2015 "Above 25"
10404797 2016 "Above 25"
10587880 2016 "Above 25"
10645565 2015 10-25
10477492 2014 "Below 10"
10398977 2016 "Above 25"
10000485 2015 "Above 25"
10012726 2014 "Above 25"
10406222 2015 "Above 25"
10997222 2016 10-25
10629024 2015 "Above 25"
10245105 2014 10-25
10287501 2014 "Below 10"
10106752 2014 "Above 25"
10098488 2015 10-25
10457698 2015 "Above 25"
10720147 2016 10-25
10223114 2014 "Above 25"
10535162 2014 "Above 25"
10514184 2016 "Above 25"
10455190 2015 10-25
10050083 2015 "Above 25"
10233059 2014 "Above 25"
10439491 2015 10-25
10703575 2015 10-25
10280691 2015 10-25
10231317 2016 10-25
10190774 2015 10-25
10843161 2015 "Above 25"
10963794 2014 "Above 25"
